withtext,id,codeid,class
,1004505,1000180,org.intermine.model.bio.GOEvidence
,1004528,1000180,org.intermine.model.bio.GOEvidence
,1004532,1000180,org.intermine.model.bio.GOEvidence
,1004535,1000180,org.intermine.model.bio.GOEvidence
,1004541,1000180,org.intermine.model.bio.GOEvidence
,1004544,1000180,org.intermine.model.bio.GOEvidence
,1004559,1000180,org.intermine.model.bio.GOEvidence
,1004562,1000180,org.intermine.model.bio.GOEvidence
,1004591,1000180,org.intermine.model.bio.GOEvidence
,1004598,1000180,org.intermine.model.bio.GOEvidence
,1004601,1000180,org.intermine.model.bio.GOEvidence
,1004603,1000180,org.intermine.model.bio.GOEvidence
,1004652,1000180,org.intermine.model.bio.GOEvidence
,1004655,1000180,org.intermine.model.bio.GOEvidence
,1004657,1000180,org.intermine.model.bio.GOEvidence
,1004682,1000180,org.intermine.model.bio.GOEvidence
,1004686,1000180,org.intermine.model.bio.GOEvidence
,1004709,1000180,org.intermine.model.bio.GOEvidence
,1004712,1000180,org.intermine.model.bio.GOEvidence
,1004745,1000180,org.intermine.model.bio.GOEvidence
,1004752,1000180,org.intermine.model.bio.GOEvidence
,1004755,1000180,org.intermine.model.bio.GOEvidence
,1004767,1000180,org.intermine.model.bio.GOEvidence
,1004771,1000180,org.intermine.model.bio.GOEvidence
,1004777,1000180,org.intermine.model.bio.GOEvidence
,1004781,1000180,org.intermine.model.bio.GOEvidence
,1004784,1000180,org.intermine.model.bio.GOEvidence
,1004786,1000180,org.intermine.model.bio.GOEvidence
,1004792,1000180,org.intermine.model.bio.GOEvidence
,1004795,1000180,org.intermine.model.bio.GOEvidence
,1004801,1000180,org.intermine.model.bio.GOEvidence
,1004804,1000180,org.intermine.model.bio.GOEvidence
,1004806,1000180,org.intermine.model.bio.GOEvidence
,1004818,1000180,org.intermine.model.bio.GOEvidence
,1004821,1000180,org.intermine.model.bio.GOEvidence
,1004823,1000180,org.intermine.model.bio.GOEvidence
,1004825,1000180,org.intermine.model.bio.GOEvidence
,1004827,1000180,org.intermine.model.bio.GOEvidence
,1004852,1000180,org.intermine.model.bio.GOEvidence
,1004855,1000180,org.intermine.model.bio.GOEvidence
,1004887,1000180,org.intermine.model.bio.GOEvidence
,1004890,1000180,org.intermine.model.bio.GOEvidence
,1004893,1000180,org.intermine.model.bio.GOEvidence
,1004904,1000180,org.intermine.model.bio.GOEvidence
,1004921,1000180,org.intermine.model.bio.GOEvidence
,1004924,1000180,org.intermine.model.bio.GOEvidence
,1005001,1000180,org.intermine.model.bio.GOEvidence
,1005004,1000180,org.intermine.model.bio.GOEvidence
,1005010,1000180,org.intermine.model.bio.GOEvidence
,1005013,1000180,org.intermine.model.bio.GOEvidence
,1005019,1000180,org.intermine.model.bio.GOEvidence
,1005032,1000180,org.intermine.model.bio.GOEvidence
,1005035,1000180,org.intermine.model.bio.GOEvidence
,1005042,1000180,org.intermine.model.bio.GOEvidence
,1005045,1000180,org.intermine.model.bio.GOEvidence
,1005047,1000180,org.intermine.model.bio.GOEvidence
,1005079,1000180,org.intermine.model.bio.GOEvidence
,1005082,1000180,org.intermine.model.bio.GOEvidence
,1005091,1000180,org.intermine.model.bio.GOEvidence
,1005094,1000180,org.intermine.model.bio.GOEvidence
,1005096,1000180,org.intermine.model.bio.GOEvidence
,1005157,1000180,org.intermine.model.bio.GOEvidence
,1005160,1000180,org.intermine.model.bio.GOEvidence
,1005162,1000180,org.intermine.model.bio.GOEvidence
,1005179,1000180,org.intermine.model.bio.GOEvidence
,1005182,1000180,org.intermine.model.bio.GOEvidence
,1005184,1000180,org.intermine.model.bio.GOEvidence
,1005203,1000180,org.intermine.model.bio.GOEvidence
,1005206,1000180,org.intermine.model.bio.GOEvidence
,1005208,1000180,org.intermine.model.bio.GOEvidence
,1005239,1000180,org.intermine.model.bio.GOEvidence
,1005266,1000180,org.intermine.model.bio.GOEvidence
,1005269,1000180,org.intermine.model.bio.GOEvidence
,1005271,1000180,org.intermine.model.bio.GOEvidence
,1005277,1000180,org.intermine.model.bio.GOEvidence
,1005289,1000180,org.intermine.model.bio.GOEvidence
,1005292,1000180,org.intermine.model.bio.GOEvidence
,1005335,1000180,org.intermine.model.bio.GOEvidence
,1005338,1000180,org.intermine.model.bio.GOEvidence
,1005340,1000180,org.intermine.model.bio.GOEvidence
,1005383,1000180,org.intermine.model.bio.GOEvidence
,1005386,1000180,org.intermine.model.bio.GOEvidence
,1005388,1000180,org.intermine.model.bio.GOEvidence
,1005391,1000180,org.intermine.model.bio.GOEvidence
,1005394,1000180,org.intermine.model.bio.GOEvidence
,1005401,1000180,org.intermine.model.bio.GOEvidence
,1005405,1000180,org.intermine.model.bio.GOEvidence
,1005407,1000180,org.intermine.model.bio.GOEvidence
,1005414,1000180,org.intermine.model.bio.GOEvidence
,1005418,1000180,org.intermine.model.bio.GOEvidence
,1005421,1000180,org.intermine.model.bio.GOEvidence
,1005428,1000180,org.intermine.model.bio.GOEvidence
,1005431,1000180,org.intermine.model.bio.GOEvidence
,1005434,1000180,org.intermine.model.bio.GOEvidence
,1005481,1000180,org.intermine.model.bio.GOEvidence
,1005484,1000180,org.intermine.model.bio.GOEvidence
,1005486,1000180,org.intermine.model.bio.GOEvidence
,1005488,1000180,org.intermine.model.bio.GOEvidence
,1005490,1000180,org.intermine.model.bio.GOEvidence
,1005492,1000180,org.intermine.model.bio.GOEvidence
,1005495,1000180,org.intermine.model.bio.GOEvidence
,1005502,1000180,org.intermine.model.bio.GOEvidence
,1005505,1000180,org.intermine.model.bio.GOEvidence
,1005507,1000180,org.intermine.model.bio.GOEvidence
,1005509,1000180,org.intermine.model.bio.GOEvidence
,1005540,1000180,org.intermine.model.bio.GOEvidence
,1005544,1000180,org.intermine.model.bio.GOEvidence
,1005546,1000180,org.intermine.model.bio.GOEvidence
,1005558,1000180,org.intermine.model.bio.GOEvidence
,1005562,1000180,org.intermine.model.bio.GOEvidence
,1005565,1000180,org.intermine.model.bio.GOEvidence
,1005586,1000180,org.intermine.model.bio.GOEvidence
,1005589,1000180,org.intermine.model.bio.GOEvidence
,1005591,1000180,org.intermine.model.bio.GOEvidence
,1005628,1000180,org.intermine.model.bio.GOEvidence
,1005631,1000180,org.intermine.model.bio.GOEvidence
,1005638,1000180,org.intermine.model.bio.GOEvidence
,1005642,1000180,org.intermine.model.bio.GOEvidence
,1005645,1000180,org.intermine.model.bio.GOEvidence
,1005647,1000180,org.intermine.model.bio.GOEvidence
,1005650,1000180,org.intermine.model.bio.GOEvidence
,1005698,1000180,org.intermine.model.bio.GOEvidence
,1005701,1000180,org.intermine.model.bio.GOEvidence
,1005703,1000180,org.intermine.model.bio.GOEvidence
,1005709,1000180,org.intermine.model.bio.GOEvidence
,1005712,1000180,org.intermine.model.bio.GOEvidence
,1005714,1000180,org.intermine.model.bio.GOEvidence
,1005720,1000180,org.intermine.model.bio.GOEvidence
,1005724,1000180,org.intermine.model.bio.GOEvidence
,1005727,1000180,org.intermine.model.bio.GOEvidence
,1005729,1000180,org.intermine.model.bio.GOEvidence
,1005731,1000180,org.intermine.model.bio.GOEvidence
,1005783,1000180,org.intermine.model.bio.GOEvidence
,1005786,1000180,org.intermine.model.bio.GOEvidence
,1005788,1000180,org.intermine.model.bio.GOEvidence
,1005794,1000180,org.intermine.model.bio.GOEvidence
,1005797,1000180,org.intermine.model.bio.GOEvidence
,1005840,1000180,org.intermine.model.bio.GOEvidence
,1005843,1000180,org.intermine.model.bio.GOEvidence
,1005845,1000180,org.intermine.model.bio.GOEvidence
,1005851,1000180,org.intermine.model.bio.GOEvidence
,1005858,1000180,org.intermine.model.bio.GOEvidence
,1005861,1000180,org.intermine.model.bio.GOEvidence
,1005863,1000180,org.intermine.model.bio.GOEvidence
,1005872,1000180,org.intermine.model.bio.GOEvidence
,1005875,1000180,org.intermine.model.bio.GOEvidence
,1005877,1000180,org.intermine.model.bio.GOEvidence
,1005879,1000180,org.intermine.model.bio.GOEvidence
,1005926,1000180,org.intermine.model.bio.GOEvidence
,1005930,1000180,org.intermine.model.bio.GOEvidence
,1005932,1000180,org.intermine.model.bio.GOEvidence
,1005961,1000180,org.intermine.model.bio.GOEvidence
,1005979,1000180,org.intermine.model.bio.GOEvidence
,1005983,1000180,org.intermine.model.bio.GOEvidence
,1005989,1000180,org.intermine.model.bio.GOEvidence
,1005993,1000180,org.intermine.model.bio.GOEvidence
,1005995,1000180,org.intermine.model.bio.GOEvidence
,1005998,1000180,org.intermine.model.bio.GOEvidence
,1006000,1000180,org.intermine.model.bio.GOEvidence
,1006022,1000180,org.intermine.model.bio.GOEvidence
,1006025,1000180,org.intermine.model.bio.GOEvidence
,1006028,1000180,org.intermine.model.bio.GOEvidence
,1006052,1000180,org.intermine.model.bio.GOEvidence
,1006055,1000180,org.intermine.model.bio.GOEvidence
,1006089,1000180,org.intermine.model.bio.GOEvidence
,1006096,1000180,org.intermine.model.bio.GOEvidence
,1006108,1000180,org.intermine.model.bio.GOEvidence
,1006111,1000180,org.intermine.model.bio.GOEvidence
,1006118,1000180,org.intermine.model.bio.GOEvidence
,1006121,1000180,org.intermine.model.bio.GOEvidence
,1006123,1000180,org.intermine.model.bio.GOEvidence
,1006125,1000180,org.intermine.model.bio.GOEvidence
,1006131,1000180,org.intermine.model.bio.GOEvidence
,1006138,1000180,org.intermine.model.bio.GOEvidence
,1006141,1000180,org.intermine.model.bio.GOEvidence
,1006158,1000180,org.intermine.model.bio.GOEvidence
,1006179,1000180,org.intermine.model.bio.GOEvidence
,1006183,1000180,org.intermine.model.bio.GOEvidence
,1006211,1000180,org.intermine.model.bio.GOEvidence
,1006215,1000180,org.intermine.model.bio.GOEvidence
,1006231,1000180,org.intermine.model.bio.GOEvidence
,1006234,1000180,org.intermine.model.bio.GOEvidence
,1006236,1000180,org.intermine.model.bio.GOEvidence
,1006238,1000180,org.intermine.model.bio.GOEvidence
,1006240,1000180,org.intermine.model.bio.GOEvidence
,1006246,1000180,org.intermine.model.bio.GOEvidence
,1006249,1000180,org.intermine.model.bio.GOEvidence
,1006299,1000180,org.intermine.model.bio.GOEvidence
,1006350,1000180,org.intermine.model.bio.GOEvidence
,1006353,1000180,org.intermine.model.bio.GOEvidence
,1006360,1000180,org.intermine.model.bio.GOEvidence
,1006363,1000180,org.intermine.model.bio.GOEvidence
,1006365,1000180,org.intermine.model.bio.GOEvidence
,1006371,1000180,org.intermine.model.bio.GOEvidence
,1006374,1000180,org.intermine.model.bio.GOEvidence
,1006399,1000180,org.intermine.model.bio.GOEvidence
,1006403,1000180,org.intermine.model.bio.GOEvidence
,1006406,1000180,org.intermine.model.bio.GOEvidence
,1006408,1000180,org.intermine.model.bio.GOEvidence
,1006411,1000180,org.intermine.model.bio.GOEvidence
,1006446,1000180,org.intermine.model.bio.GOEvidence
,1006449,1000180,org.intermine.model.bio.GOEvidence
,1006497,1000180,org.intermine.model.bio.GOEvidence
,1006501,1000180,org.intermine.model.bio.GOEvidence
,1006503,1000180,org.intermine.model.bio.GOEvidence
,1006510,1000180,org.intermine.model.bio.GOEvidence
,1006513,1000180,org.intermine.model.bio.GOEvidence
,1006536,1000180,org.intermine.model.bio.GOEvidence
,1006539,1000180,org.intermine.model.bio.GOEvidence
,1006541,1000180,org.intermine.model.bio.GOEvidence
,1006567,1000180,org.intermine.model.bio.GOEvidence
,1006575,1000180,org.intermine.model.bio.GOEvidence
,1006597,1000180,org.intermine.model.bio.GOEvidence
,1006601,1000180,org.intermine.model.bio.GOEvidence
,1006603,1000180,org.intermine.model.bio.GOEvidence
,1006635,1000180,org.intermine.model.bio.GOEvidence
,1006650,1000180,org.intermine.model.bio.GOEvidence
,1006653,1000180,org.intermine.model.bio.GOEvidence
,1006655,1000180,org.intermine.model.bio.GOEvidence
,1006682,1000180,org.intermine.model.bio.GOEvidence
,1006686,1000180,org.intermine.model.bio.GOEvidence
,1006688,1000180,org.intermine.model.bio.GOEvidence
,1006690,1000180,org.intermine.model.bio.GOEvidence
,1006706,1000180,org.intermine.model.bio.GOEvidence
,1006709,1000180,org.intermine.model.bio.GOEvidence
,1006720,1000180,org.intermine.model.bio.GOEvidence
